DECLARER, Board 10|1

Contract           Count Overall     Bid    Play
5C, E, D, 11           1   67.12   67.51   49.62
2NT, E, D, 9           1   34.93   50.86   34.07
2NT, E, H, 10          1   58.90   50.86   58.04
2NT, E, H, 11          1   69.86   50.86   69.00
2NT, E, H, 9           2   34.93   50.86   34.07
2NT, W, H, 10         11   58.90   44.53   64.38
2NT, W, H, 11          2   69.86   44.53   75.34
2NT, W, H, 9          11   34.93   44.53   40.40
3C, E, H, 10           1   16.44   16.44   50.00
3C, W, H, 10           1   16.44   16.44   50.00
3D, E, H, 10           1   16.44   16.44   50.00
3D, W, H, 10           1   16.44   16.44   50.00
3H, S, D, 8            1   94.52   94.88   49.64
3HX, S, H, 8           5   90.41   92.47   47.95
3HX, S, H, 9           1   98.63   92.47   56.16
3NT, E, H, 12          1   97.95   87.67   60.27
3NT, W, D, 10          1   91.78   83.57   58.21
3NT, W, H, 10          3   91.78   83.57   58.21
3NT, W, H, 11          1   95.89   83.57   62.32
3NT, W, H, 12          1   97.95   83.57   64.37
3NT, W, H, 6           1    2.74   83.57  -30.83
3NT, W, H, 9          12   80.14   83.57   46.56
3NTXX, W, H, 9         1  100.00   98.15   51.85
4C, W, H, 10           1   16.44   16.44   50.00
4NT, W, H, 10          1   91.78   38.52  103.26
5C, E, S, 10           1    4.11    4.11   50.00

DEFENDER, Board 27|17

Contract           Count Overall     Bid    Lead Restdef
1NT, W, H, 10          1   41.10   55.47   50.27   35.35
1NT, W, H, 9           8   65.07   55.47   50.27   59.32
2HX, S, H, 9           1    0.00    2.03   49.90   48.07
2NT, E, D, 9           1   65.07   49.14   65.93   50.00
2NT, E, H, 10          1   41.10   49.14   46.81   45.15
2NT, E, H, 11          1   30.14   49.14   46.81   34.19
2NT, E, H, 9           2   65.07   49.14   46.81   69.12
2NT, W, H, 10         11   41.10   55.47   50.27   35.35
2NT, W, H, 11          2   30.14   55.47   50.27   24.39
2NT, W, H, 9          11   65.07   55.47   50.27   59.32
3C, E, H, 10           1   83.56   83.56   50.00   50.00
3C, W, H, 10           1   83.56   83.56   50.00   50.00
3D, E, H, 10           1   83.56   83.56   50.00   50.00
3D, W, H, 10           1   83.56   83.56   50.00   50.00
3H, S, D, 8            1    5.48    5.12   50.36   50.00
3HX, S, H, 8           5    9.59    7.53   49.71   52.35
3HX, S, H, 9           1    1.37    7.53   49.71   44.13
3NT, E, H, 12          1    2.05   12.33   48.49   41.23
3NT, W, D, 10          1    8.22   16.43   41.79   50.00
3NT, W, H, 10          3    8.22   16.43   50.15   41.64
3NT, W, H, 11          1    4.11   16.43   50.15   37.53
3NT, W, H, 12          1    2.05   16.43   50.15   35.47
3NT, W, H, 6           1   97.26   16.43   50.15  130.68
3NT, W, H, 9          12   19.86   16.43   50.15   53.28
3NTXX, W, H, 9         1    0.00    1.85   50.03   48.11
4C, W, H, 10           1   83.56   83.56   50.00   50.00
4NT, W, H, 10          1    8.22   61.48   51.00   -4.27
5C, E, S, 10           1   95.89   95.89   50.00   50.00

DECLARER, Board 27|18

Contract           Count Overall     Bid    Play
2D, S, C, 9            1   94.52   87.13   57.40
2DX, S, C, 7           1   77.40   88.02   39.37
2HX, S, D, 6           1   46.58   56.85   39.73
2HX, S, D, 7           1   77.40   56.85   70.55
2SX, W, H, 10          1   69.86   68.61   51.25
2SXX, E, H, 10         1   97.26   97.23   50.03
3NT, E, D, 10          1   35.62   35.62   50.00
3S, W, H, 10           1   20.55   20.82   49.73
3SX, E, D, 11          1   94.52   81.36   63.16
4S, E, C, 10           2   29.45   36.73   42.72
4S, E, C, 9            2   16.44   36.73   29.71
4S, E, D, 10           1   29.45   36.73   42.72
4S, E, D, 11           4   44.52   36.73   57.79
4S, E, H, 10           3   29.45   36.73   42.72
4S, E, H, 11           5   44.52   36.73   57.79
4S, W, H, 10           2   29.45   27.46   51.99
4S, W, H, 11           2   44.52   27.46   67.06
4S, W, H, 9            3   16.44   27.46   38.98
4SX, E, C, 10          4   61.64   67.88   43.76
4SX, E, C, 9           1    9.59   67.88   -8.29
4SX, E, D, 11         11   82.19   67.88   64.31
4SX, E, H, 10          2   61.64   67.88   43.76
4SX, E, H, 11          4   82.19   67.88   64.31
4SX, W, D, 10          1   61.64   46.45   65.19
4SX, W, D, 11          1   82.19   46.45   85.74
4SX, W, H, 10          4   61.64   46.45   65.19
4SX, W, H, 11          1   82.19   46.45   85.74
4SX, W, H, 9           4    9.59   46.45   13.14
4SXX, E, C, 10         1   95.89   87.43   58.46
4SXX, E, D, 9          1    4.11   87.43  -33.32
4SXX, E, H, 11         1   98.63   87.43   61.20
5HX, S, D, 6           1    0.00    0.45   49.55
5S, E, H, 11           1   44.52   32.09   62.43
5SX, E, C, 8           1    0.00   43.55    6.45
5SX, W, H, 9           1    2.05   17.64   34.42
6SX, W, C, 10          1    2.05    2.68   49.38

DEFENDER, Board 27|18

Contract           Count Overall     Bid    Lead Restdef
2D, S, C, 9            1    5.48   12.87   50.00   42.60
2DX, S, C, 7           1   22.60   11.98   50.00   60.63
2HX, S, D, 6           1   53.42   43.15   50.00   60.27
2HX, S, D, 7           1   22.60   43.15   50.00   29.45
2SX, W, H, 10          1   30.14   31.39   51.50   47.25
2SXX, E, H, 10         1    2.74    2.77   49.07   50.90
3NT, E, D, 10          1   64.38   64.38   50.00   50.00
3S, W, H, 10           1   79.45   79.18   50.07   50.21
3SX, E, D, 11          1    5.48   18.64   40.51   46.33
4S, E, C, 10           2   70.55   63.27   62.64   44.65
4S, E, C, 9            2   83.56   63.27   62.64   57.66
4S, E, D, 10           1   70.55   63.27   44.61   62.67
4S, E, D, 11           4   55.48   63.27   44.61   47.60
4S, E, H, 10           3   70.55   63.27   47.53   59.75
4S, E, H, 11           5   55.48   63.27   47.53   44.68
4S, W, H, 10           2   70.55   72.54   51.11   46.90
4S, W, H, 11           2   55.48   72.54   51.11   31.83
4S, W, H, 9            3   83.56   72.54   51.11   59.91
4SX, E, C, 10          4   38.36   32.12   75.85   30.39
4SX, E, C, 9           1   90.41   32.12   75.85   82.44
4SX, E, D, 11         11   17.81   32.12   40.87   44.82
4SX, E, H, 10          2   38.36   32.12   42.94   63.30
4SX, E, H, 11          4   17.81   32.12   42.94   42.75
4SX, W, D, 10          1   38.36   53.55   24.53   60.27
4SX, W, D, 11          1   17.81   53.55   24.53   39.73
4SX, W, H, 10          4   38.36   53.55   53.48   31.33
4SX, W, H, 11          1   17.81   53.55   53.48   10.78
4SX, W, H, 9           4   90.41   53.55   53.48   83.38
4SXX, E, C, 10         1    4.11   12.57   75.29   16.25
4SXX, E, D, 9          1   95.89   12.57   44.21  139.12
4SXX, E, H, 11         1    1.37   12.57   39.77   49.03
5HX, S, D, 6           1  100.00   99.55   50.00   50.45
5S, E, H, 11           1   55.48   67.91   47.48   40.09
5SX, E, C, 8           1  100.00   56.45   86.89   56.66
5SX, W, H, 9           1   97.95   82.36   51.85   63.73
6SX, W, C, 10          1   97.95   97.32   50.62   50.00

DECLARER, Board 2|3

Contract           Count Overall     Bid    Play
3CX, E, H, 6           1    4.11    4.11   50.00
3NT, N, D, 8           1    6.85    6.85   50.00
3NT, S, C, 6           1    0.00   21.80   28.20
3NT, S, C, 8           8    6.85   21.80   35.05
3NT, S, H, 12          1   93.84   21.80  122.03
3NT, S, H, 9           1   19.18   21.80   47.37
3NT, S, S, 12          1   93.84   21.80  122.03
4S, N, C, 12           3   60.27   60.27   50.00
4S, N, D, 12           1   60.27   60.27   50.00
4S, N, H, 12           1   60.27   60.27   50.00
4S, N, S, 12           5   60.27   60.27   50.00
4S, S, C, 11           1   23.97   55.92   18.05
4S, S, C, 12           6   60.27   55.92   54.36
4S, S, D, 11           2   23.97   55.92   18.05
4S, S, H, 12           1   60.27   55.92   54.36
4S, S, S, 11           3   23.97   55.92   18.05
4S, S, S, 12          30   60.27   55.92   54.36
6S, S, C, 12           2   98.63   87.62   61.01
6S, S, S, 12           1   98.63   87.62   61.01
pass                   4   15.75   15.75   50.00

DEFENDER, Board 2|3

Contract           Count Overall     Bid    Lead Restdef
3CX, E, H, 6           1   95.89   95.89   50.00   50.00
3NT, N, D, 8           1   93.15   93.15   50.00   50.00
3NT, S, C, 6           1  100.00   78.20   65.72   56.09
3NT, S, C, 8           8   93.15   78.20   65.72   49.24
3NT, S, H, 12          1    6.16   78.20   15.30   12.67
3NT, S, H, 9           1   80.82   78.20   15.30   87.33
3NT, S, S, 12          1    6.16   78.20  -22.03   50.00
4S, N, C, 12           3   39.73   39.73   50.00   50.00
4S, N, D, 12           1   39.73   39.73   50.00   50.00
4S, N, H, 12           1   39.73   39.73   50.00   50.00
4S, N, S, 12           5   39.73   39.73   50.00   50.00
4S, S, C, 11           1   76.03   44.08   49.68   82.27
4S, S, C, 12           6   39.73   44.08   49.68   45.97
4S, S, D, 11           2   76.03   44.08   81.95   50.00
4S, S, H, 12           1   39.73   44.08   45.64   50.00
4S, S, S, 11           3   76.03   44.08   48.51   83.44
4S, S, S, 12          30   39.73   44.08   48.51   47.13
6S, S, C, 12           2    1.37   12.38   49.18   39.80
6S, S, S, 12           1    1.37   12.38   46.23   42.75
pass                   4   84.25   84.25   50.00   50.00

DECLARER, Board 2|4

Contract           Count Overall     Bid    Play
1NT, E, C, 10          1   94.52   58.54   85.98
1NT, E, C, 6           1    6.16   58.54   -2.37
1NT, E, C, 7           2   14.38   58.54    5.85
1NT, E, C, 8          17   59.59   58.54   51.05
1NT, E, C, 9           6   88.36   58.54   79.82
1NT, E, H, 7           2   14.38   58.54    5.85
1NT, E, H, 8           3   59.59   58.54   51.05
1NT, E, H, 9           1   88.36   58.54   79.82
1NT, E, S, 9           1   88.36   58.54   79.82
2D, E, C, 10           4   78.77   39.63   89.14
2D, E, C, 8            3   14.38   39.63   24.76
2D, E, C, 9            9   32.19   39.63   42.56
2D, E, D, 10           2   78.77   39.63   89.14
2D, E, D, 8            1   14.38   39.63   24.76
2D, E, D, 9            8   32.19   39.63   42.56
2H, E, C, 6            1    2.05    2.05   50.00
2H, N, C, 5            1    4.11    4.11   50.00
2HX, N, C, 5           2    0.68    0.68   50.00
2NT, E, C, 5           1    0.00   57.38   -7.38
2NT, E, C, 8           1   59.59   57.38   52.21
2NT, W, H, 8           1   59.59   59.59   50.00
3D, E, C, 9            1   32.19   38.45   43.74
3NT, E, C, 7           1    2.05   27.58   24.47
3NT, E, C, 8           3    6.16   27.58   28.58
3NT, E, C, 9           1   97.26   27.58  119.68

DEFENDER, Board 2|4

Contract           Count Overall     Bid    Lead Restdef
1NT, E, C, 10          1    5.48   41.46   49.25   14.77
1NT, E, C, 6           1   93.84   41.46   49.25  103.12
1NT, E, C, 7           2   85.62   41.46   49.25   94.90
1NT, E, C, 8          17   40.41   41.46   49.25   49.70
1NT, E, C, 9           6   11.64   41.46   49.25   20.93
1NT, E, H, 7           2   85.62   41.46   59.22   84.93
1NT, E, H, 8           3   40.41   41.46   59.22   39.73
1NT, E, H, 9           1   11.64   41.46   59.22   10.96
1NT, E, S, 9           1   11.64   41.46   20.18   50.00
2D, E, C, 10           4   21.23   60.37   49.62   11.24
2D, E, C, 8            3   85.62   60.37   49.62   75.62
2D, E, C, 9            9   67.81   60.37   49.62   57.82
2D, E, D, 10           2   21.23   60.37   50.59   10.27
2D, E, D, 8            1   85.62   60.37   50.59   74.66
2D, E, D, 9            8   67.81   60.37   50.59   56.85
2H, E, C, 6            1   97.95   97.95   50.00   50.00
2H, N, C, 5            1   95.89   95.89   50.00   50.00
2HX, N, C, 5           2   99.32   99.32   50.00   50.00
2NT, E, C, 5           1  100.00   42.62   49.00  108.38
2NT, E, C, 8           1   40.41   42.62   49.00   48.79
2NT, W, H, 8           1   40.41   40.41   50.00   50.00
3D, E, C, 9            1   67.81   61.55   49.90   56.37
3NT, E, C, 7           1   97.95   72.42   50.71   74.82
3NT, E, C, 8           3   93.84   72.42   50.71   70.71
3NT, E, C, 9           1    2.74   72.42   50.71  -20.39

DECLARER, Board 3|5

Contract           Count Overall     Bid    Play
1NT, E, S, 9           1   43.84   43.84   50.00
1NT, N, D, 5           1   32.88   41.78   41.10
1NT, N, D, 6           1   69.86   41.78   78.08
1NT, N, H, 4           3    8.22   41.78   16.44
1NT, N, H, 5          14   32.88   41.78   41.10
1NT, N, H, 6           3   69.86   41.78   78.08
1NT, N, H, 7           1   93.15   41.78  101.37
1NT, N, H, 8           1   98.63   41.78  106.85
1NT, N, S, 3           1    2.05   41.78   10.27
1NT, N, S, 4           3    8.22   41.78   16.44
1NT, N, S, 5          10   32.88   41.78   41.10
1NT, N, S, 6           5   69.86   41.78   78.08
1NT, N, S, 7           2   93.15   41.78  101.37
1NT, S, H, 5           1   32.88   32.88   50.00
1NT, W, H, 9           1   43.84   42.81   51.03
1NT, W, S, 9           1   43.84   42.81   51.03
2C, S, S, 7            1   69.86   57.53   62.33
2CX, N, H, 7           1   32.88   66.44   16.44
2CX, N, S, 9           1  100.00   66.44   83.56
2CX, S, H, 6           1    0.00   21.92   28.08
2CX, S, S, 7           1   32.88   21.92   60.96
2D, N, S, 4            1    2.05    2.05   50.00
2D, W, H, 8            9   16.44   16.44   50.00
2H, E, C, 7            1    9.59   17.12   42.47
2H, E, D, 6            1    3.42   17.12   36.30
2H, E, D, 8            1   38.36   17.12   71.23
2H, N, D, 7            1   69.86   51.37   68.49
2H, N, S, 6            1   32.88   51.37   31.51
2H, S, H, 5            1    8.22    8.22   50.00
2NT, E, S, 9           1   43.84   43.84   50.00
2NT, W, H, 8           1   39.73   42.81   46.92
2NT, W, S, 9           1   43.84   42.81   51.03
3DX, W, H, 8           1    3.42    3.42   50.00

DEFENDER, Board 3|5

Contract           Count Overall     Bid    Lead Restdef
1NT, E, S, 9           1   56.16   56.16   50.00   50.00
1NT, N, D, 5           1   67.12   58.22   40.41   68.49
1NT, N, D, 6           1   30.14   58.22   40.41   31.51
1NT, N, H, 4           3   91.78   58.22   51.49   82.07
1NT, N, H, 5          14   67.12   58.22   51.49   57.41
1NT, N, H, 6           3   30.14   58.22   51.49   20.42
1NT, N, H, 7           1    6.85   58.22   51.49   -2.86
1NT, N, H, 8           1    1.37   58.22   51.49   -8.34
1NT, N, S, 3           1   97.95   58.22   49.35   90.38
1NT, N, S, 4           3   91.78   58.22   49.35   84.21
1NT, N, S, 5          10   67.12   58.22   49.35   59.56
1NT, N, S, 6           5   30.14   58.22   49.35   22.57
1NT, N, S, 7           2    6.85   58.22   49.35   -0.72
1NT, S, H, 5           1   67.12   67.12   50.00   50.00
1NT, W, H, 9           1   56.16   57.19   51.03   47.95
1NT, W, S, 9           1   56.16   57.19   48.97   50.00
2C, S, S, 7            1   30.14   42.47   37.67   50.00
2CX, N, H, 7           1   67.12   33.56   83.56   50.00
2CX, N, S, 9           1    0.00   33.56   16.44   50.00
2CX, S, H, 6           1  100.00   78.08   71.92   50.00
2CX, S, S, 7           1   67.12   78.08   39.04   50.00
2D, N, S, 4            1   97.95   97.95   50.00   50.00
2D, W, H, 8            9   83.56   83.56   50.00   50.00
2H, E, C, 7            1   90.41   82.88   57.53   50.00
2H, E, D, 6            1   96.58   82.88   46.23   67.47
2H, E, D, 8            1   61.64   82.88   46.23   32.53
2H, N, D, 7            1   30.14   48.63   31.51   50.00
2H, N, S, 6            1   67.12   48.63   68.49   50.00
2H, S, H, 5            1   91.78   91.78   50.00   50.00
2NT, E, S, 9           1   56.16   56.16   50.00   50.00
2NT, W, H, 8           1   60.27   57.19   51.03   52.05
2NT, W, S, 9           1   56.16   57.19   48.97   50.00
3DX, W, H, 8           1   96.58   96.58   50.00   50.00

DECLARER, Board 3|6

Contract           Count Overall     Bid    Play
4H, E, C, 10           1   12.33   51.37   10.96
4H, E, C, 11           9   61.64   51.37   60.27
4H, E, D, 10          14   12.33   51.37   10.96
4H, E, D, 11          37   61.64   51.37   60.27
4H, E, H, 11           5   61.64   51.37   60.27
4H, E, S, 11           3   61.64   51.37   60.27
4H, N, D, 11           1   99.32   99.32   50.00
4H, N, H, 11           1   99.32   99.32   50.00
5H, E, D, 11           3   61.64   49.36   62.28

DEFENDER, Board 3|6

Contract           Count Overall     Bid    Lead Restdef
4H, E, C, 10           1   87.67   48.63   44.66   94.38
4H, E, C, 11           9   38.36   48.63   44.66   45.07
4H, E, D, 10          14   87.67   48.63   52.51   86.53
4H, E, D, 11          37   38.36   48.63   52.51   37.21
4H, E, H, 11           5   38.36   48.63   39.73   50.00
4H, E, S, 11           3   38.36   48.63   39.73   50.00
4H, N, D, 11           1    0.68    0.68   50.00   50.00
4H, N, H, 11           1    0.68    0.68   50.00   50.00
5H, E, D, 11           3   38.36   50.64   53.00   34.72

DECLARER, Board 4|7

Contract           Count Overall     Bid    Play
2S, E, C, 10           1   67.12   52.94   64.19
2S, E, C, 8            1   49.32   52.94   46.38
3CX, N, S, 9           1  100.00  100.00   50.00
3DX, N, S, 8           1   28.08   28.08   50.00
3DX, S, S, 8           1   28.08   28.08   50.00
3H, E, D, 10           1   67.12   60.27   56.85
3H, W, C, 10           1   67.12   58.75   58.38
3H, W, C, 9            2   56.85   58.75   48.10
3H, W, D, 10           2   67.12   58.75   58.38
3H, W, D, 9            6   56.85   58.75   48.10
3H, W, S, 9            1   56.85   58.75   48.10
3NT, E, C, 10          1   98.63   98.63   50.00
3NT, W, D, 6           1    1.37    3.42   47.95
3NT, W, D, 7           1    5.48    3.42   52.05
3S, E, C, 8            4   28.77   38.26   40.51
3S, E, C, 9            1   56.85   38.26   68.59
4H, E, D, 9            2   28.77   47.72   31.05
4H, W, C, 10           7   85.62   48.33   87.29
4H, W, C, 8            1    5.48   48.33    7.15
4H, W, C, 9            4   28.77   48.33   30.44
4H, W, D, 10           6   85.62   48.33   87.29
4H, W, D, 11           1  100.00   48.33  101.67
4H, W, D, 8            3    5.48   48.33    7.15
4H, W, D, 9           19   28.77   48.33   30.44
4H, W, H, 10           3   85.62   48.33   87.29
4H, W, S, 10           1   85.62   48.33   87.29
4S, W, C, 10           1   85.62   85.62   50.00

DEFENDER, Board 4|7

Contract           Count Overall     Bid    Lead Restdef
2S, E, C, 10           1   32.88   47.06   50.00   35.81
2S, E, C, 8            1   50.68   47.06   50.00   53.62
3CX, N, S, 9           1    0.00    0.00   50.00   50.00
3DX, N, S, 8           1   71.92   71.92   50.00   50.00
3DX, S, S, 8           1   71.92   71.92   50.00   50.00
3H, E, D, 10           1   32.88   39.73   50.00   43.15
3H, W, C, 10           1   32.88   41.25   48.29   43.33
3H, W, C, 9            2   43.15   41.25   48.29   53.61
3H, W, D, 10           2   32.88   41.25   51.55   40.08
3H, W, D, 9            6   43.15   41.25   51.55   50.35
3H, W, S, 9            1   43.15   41.25   46.76   55.14
3NT, E, C, 10          1    1.37    1.37   50.00   50.00
3NT, W, D, 6           1   98.63   96.58   50.00   52.05
3NT, W, D, 7           1   94.52   96.58   50.00   47.95
3S, E, C, 8            4   71.23   61.74   50.00   59.49
3S, E, C, 9            1   43.15   61.74   50.00   31.41
4H, E, D, 9            2   71.23   52.28   50.00   68.95
4H, W, C, 10           7   14.38   51.67   40.80   21.92
4H, W, C, 8            1   94.52   51.67   40.80  102.05
4H, W, C, 9            4   71.23   51.67   40.80   78.77
4H, W, D, 10           6   14.38   51.67   57.23    5.48
4H, W, D, 11           1    0.00   51.67   57.23   -8.90
4H, W, D, 8            3   94.52   51.67   57.23   85.62
4H, W, D, 9           19   71.23   51.67   57.23   62.33
4H, W, H, 10           3   14.38   51.67   12.71   50.00
4H, W, S, 10           1   14.38   51.67   41.14   21.58
4S, W, C, 10           1   14.38   14.38   50.00   50.00

DECLARER, Board 4|8

Contract           Count Overall     Bid    Play
2NT, E, S, 11          1   68.49   65.75   52.74
3D, E, D, 10           1   52.05   53.91   48.14
3D, W, C, 10           4   52.05   53.54   48.51
3D, W, C, 11           1   65.07   53.54   61.53
3H, E, S, 7            1    4.79   44.84    9.95
3NT, E, C, 9           1   81.51   84.25   47.26
3NT, E, S, 10          2   92.47   84.25   58.22
3NT, E, S, 12          1   95.89   84.25   61.64
3NT, E, S, 9          10   81.51   84.25   47.26
3NT, W, C, 7           3    4.79   35.48   19.32
3NT, W, C, 9           1   81.51   35.48   96.03
3NT, W, S, 9           1   81.51   35.48   96.03
3NTX, E, S, 9          3   98.63   98.93   49.70
3S, N, H, 8            1   63.01   63.01   50.00
4D, E, C, 10           2   52.05   53.91   48.14
4D, E, D, 11           1   65.07   53.91   61.15
4D, W, C, 10           8   52.05   53.54   48.51
4D, W, C, 11           2   65.07   53.54   61.53
4H, E, C, 9            1   23.29   39.27   34.02
4H, E, S, 11           1   94.52   39.27  105.25
4SX, S, H, 9           2   60.27   60.27   50.00
5CX, N, C, 10          1   60.27   60.27   50.00
5D, E, C, 10           3   23.29   31.60   41.68
5D, W, C, 10          15   23.29   29.94   43.35
5D, W, C, 11           1   81.51   29.94  101.57
5DX, W, C, 10          3    4.79   15.52   39.28
5SX, S, H, 9           2   29.45   29.45   50.00
6D, W, C, 10           1    4.79    6.91   47.89

DEFENDER, Board 4|8

Contract           Count Overall     Bid    Lead Restdef
2NT, E, S, 11          1   31.51   34.25   49.96   47.30
3D, E, D, 10           1   47.95   46.09   45.35   56.51
3D, W, C, 10           4   47.95   46.46   50.00   51.49
3D, W, C, 11           1   34.93   46.46   50.00   38.47
3H, E, S, 7            1   95.21   55.16   58.66   81.39
3NT, E, C, 9           1   18.49   15.75   52.74   50.00
3NT, E, S, 10          2    7.53   15.75   49.84   41.95
3NT, E, S, 12          1    4.11   15.75   49.84   38.52
3NT, E, S, 9          10   18.49   15.75   49.84   52.91
3NT, W, C, 7           3   95.21   64.52   61.51   69.18
3NT, W, C, 9           1   18.49   64.52   61.51   -7.53
3NT, W, S, 9           1   18.49   64.52    3.97   50.00
3NTX, E, S, 9          3    1.37    1.07   49.98   50.32
3S, N, H, 8            1   36.99   36.99   50.00   50.00
4D, E, C, 10           2   47.95   46.09   51.86   50.00
4D, E, D, 11           1   34.93   46.09   45.35   43.49
4D, W, C, 10           8   47.95   46.46   50.00   51.49
4D, W, C, 11           2   34.93   46.46   50.00   38.47
4H, E, C, 9            1   76.71   60.73   65.98   50.00
4H, E, S, 11           1    5.48   60.73   42.01    2.74
4SX, S, H, 9           2   39.73   39.73   50.00   50.00
5CX, N, C, 10          1   39.73   39.73   50.00   50.00
5D, E, C, 10           3   76.71   68.40   58.32   50.00
5D, W, C, 10          15   76.71   70.06   50.00   56.65
5D, W, C, 11           1   18.49   70.06   50.00   -1.57
5DX, W, C, 10          3   95.21   84.48   50.00   60.72
5SX, S, H, 9           2   70.55   70.55   50.00   50.00
6D, W, C, 10           1   95.21   93.09   50.00   52.11

DECLARER, Board 5|10

Contract           Count Overall     Bid    Play
1NT, E, C, 7           7    5.48   46.76    8.72
1NT, E, C, 8           8   23.29   46.76   26.53
1NT, E, C, 9          15   56.85   46.76   60.09
1NT, E, D, 10          3   89.04   46.76   92.28
1NT, E, D, 7           1    5.48   46.76    8.72
1NT, E, D, 8           2   23.29   46.76   26.53
1NT, E, D, 9           1   56.85   46.76   60.09
1NT, E, H, 8           1   23.29   46.76   26.53
1NT, E, S, 10          8   89.04   46.76   92.28
1NT, E, S, 11          1  100.00   46.76  103.24
1NT, E, S, 7           1    5.48   46.76    8.72
1NT, E, S, 8           6   23.29   46.76   26.53
1NT, E, S, 9           9   56.85   46.76   60.09
1NT, W, S, 9           1   56.85   56.85   50.00
2C, S, S, 6            1    2.05    2.05   50.00
2H, E, C, 10           2   78.08   64.38   63.70
2H, E, C, 9            1   36.99   64.38   22.60
2H, E, D, 10           1   78.08   64.38   63.70
2H, E, S, 9            1   36.99   64.38   22.60
2H, W, D, 10           1   78.08   57.53   70.55
2S, N, H, 6            1    2.05    2.05   50.00
3H, E, D, 10           1   78.08   64.38   63.70
3H, W, S, 9            1   36.99   57.53   29.45

DEFENDER, Board 5|10

Contract           Count Overall     Bid    Lead Restdef
1NT, E, C, 7           7   94.52   53.24   60.85   80.43
1NT, E, C, 8           8   76.71   53.24   60.85   62.63
1NT, E, C, 9          15   43.15   53.24   60.85   29.06
1NT, E, D, 10          3   10.96   53.24   43.04   14.68
1NT, E, D, 7           1   94.52   53.24   43.04   98.24
1NT, E, D, 8           2   76.71   53.24   43.04   80.43
1NT, E, D, 9           1   43.15   53.24   43.04   46.87
1NT, E, H, 8           1   76.71   53.24   73.47   50.00
1NT, E, S, 10          8   10.96   53.24   37.99   19.73
1NT, E, S, 11          1    0.00   53.24   37.99    8.77
1NT, E, S, 7           1   94.52   53.24   37.99  103.29
1NT, E, S, 8           6   76.71   53.24   37.99   85.48
1NT, E, S, 9           9   43.15   53.24   37.99   51.92
1NT, W, S, 9           1   43.15   43.15   50.00   50.00
2C, S, S, 6            1   97.95   97.95   50.00   50.00
2H, E, C, 10           2   21.92   35.62   50.00   36.30
2H, E, C, 9            1   63.01   35.62   50.00   77.40
2H, E, D, 10           1   21.92   35.62   36.30   50.00
2H, E, S, 9            1   63.01   35.62   77.40   50.00
2H, W, D, 10           1   21.92   42.47   29.45   50.00
2S, N, H, 6            1   97.95   97.95   50.00   50.00
3H, E, D, 10           1   21.92   35.62   36.30   50.00
3H, W, S, 9            1   63.01   42.47   70.55   50.00

DECLARER, Board 5|9

Contract           Count Overall     Bid    Play
3NT, E, D, 10         43   54.79   50.00   54.79
3NT, E, D, 11         10   93.15   50.00   93.15
3NT, E, D, 9          18   11.64   50.00   11.64
3NT, E, H, 10          2   54.79   50.00   54.79
3NT, E, S, 11          1   93.15   50.00   93.15

DEFENDER, Board 5|9

Contract           Count Overall     Bid    Lead Restdef
3NT, E, D, 10         43   45.21   50.00   50.74   44.46
3NT, E, D, 11         10    6.85   50.00   50.74    6.11
3NT, E, D, 9          18   88.36   50.00   50.74   87.61
3NT, E, H, 10          2   45.21   50.00   45.21   50.00
3NT, E, S, 11          1    6.85   50.00    6.85   50.00

DECLARER, Board 6|11

Contract           Count Overall     Bid    Play
2DX, E, H, 7           1   63.01   63.01   50.00
2NT, N, D, 10          1   58.90   46.94   61.97
2S, N, C, 9            1   45.89   49.83   46.06
2S, N, D, 8            1   39.73   49.83   39.90
2S, S, C, 8            1   39.73   39.50   50.23
3C, N, C, 9            1   39.73   25.57   64.16
3C, N, H, 7            1   10.27   25.57   34.70
3C, N, H, 8            1   26.71   25.57   51.14
3NT, N, D, 7           1   10.27   58.92    1.35
3NT, N, D, 8           3   26.71   58.92   17.79
3NT, N, D, 9           5   75.34   58.92   66.42
3NT, N, H, 10          1   94.52   58.92   85.60
3NT, N, H, 8           6   26.71   58.92   17.79
3NT, N, H, 9          13   75.34   58.92   66.42
3NT, N, S, 10          4   94.52   58.92   85.60
3NT, N, S, 5           1    0.68   58.92   -8.24
3NT, N, S, 8           3   26.71   58.92   17.79
3NT, N, S, 9           1   75.34   58.92   66.42
3S, N, D, 9            1   45.89   46.58   49.32
3S, N, H, 10           6   54.11   46.58   57.53
3S, N, H, 11           2   60.96   46.58   64.38
3S, N, H, 8            1   26.71   46.58   30.14
3S, N, H, 9            1   45.89   46.58   49.32
3S, S, D, 9            3   45.89   30.99   64.90
4H, N, H, 10           1   89.73   89.73   50.00
4NT, N, D, 8           1   10.27   30.27   30.00
4S, N, H, 10           1   89.73   59.16   80.57
4S, N, H, 8            2   10.27   59.16    1.11
4S, S, C, 11           1   98.63   20.32  128.31
4S, S, C, 7            1    2.74   20.32   32.42
4S, S, C, 8            5   10.27   20.32   39.95
4S, S, D, 6            1    0.68   20.32   30.37
5HX, W, C, 7           1    0.00    0.00   50.00

DEFENDER, Board 6|11

Contract           Count Overall     Bid    Lead Restdef
2DX, E, H, 7           1   36.99   36.99   50.00   50.00
