DECLARER, Board 10|3

Contract           Count Overall     Bid    Play
1NT, E, D, 8           1    9.67   36.86   22.81
3D, W, H, 10           1   18.77   22.11   49.82   46.84
3HX, W, C, 8           1   95.84   95.84   50.65   49.35
3NT, E, S, 7           1   95.40   48.49   98.00   48.91
3NTX, E, C, 9          1    0.00   49.19    0.81   50.00
3S, E, H, 9            1   13.16   13.16   50.00   50.00
3S, N, C, 10           2   13.60   26.56   49.37   37.67
3S, N, C, 9            6   30.26   26.56   49.37   54.34
3S, S, C, 10           2   13.39   22.36   52.20   38.83
3S, S, C, 9            3   30.05   22.36   52.20   55.49
3S, S, D, 10           1   13.39   22.36   39.92   51.11
3S, S, S, 10           1   13.39   22.36   39.92   51.11
4C, E, H, 12           1    4.87   33.35   49.98   21.54
4C, E, H, 9            3   43.91   33.35   49.98   60.57
4C, E, S, 10           1   18.73   33.35   50.08   35.30
4C, E, S, 11           1    9.47   33.35   50.08   26.04
4C, E, S, 9            6   43.91   33.35   50.08   60.48
4C, W, H, 9            2   43.88   32.43   61.43   50.02
4C, W, S, 11           1    9.53   32.43   27.22   49.88
4D, E, H, 9            1   44.17   44.17   49.69   50.31
4D, W, H, 10           2   18.77   31.25   49.89   37.63
4D, W, H, 9            3   43.73   31.25   49.89   62.59
4S, S, C, 9            1   68.65   37.15   61.97   69.53
4S, S, D, 10           1    0.40   37.15   12.85   50.40
5C, E, H, 9            1   95.57   69.45   51.20   74.93
5C, E, S, 11           1    1.67   69.45   50.14  -17.92

DECLARER, Board 4|24

Contract           Count Overall     Bid    Play
3NT, E, D, 13          1   70.44   55.02   65.42
3NT, E, H, 12          3   60.33   55.02   55.31
3NT, E, S, 11          2   23.50   55.02   18.49
3NT, E, S, 12          7   60.33   55.02   55.31
3NT, E, S, 13          1   70.44   55.02   65.42
4H, E, C, 11           1   16.95   33.73   33.23
4H, E, C, 12           1   37.93   33.73   54.20
4H, E, D, 11           1   16.95   33.73   33.23
4H, E, D, 12           3   37.93   33.73   54.20
4H, E, S, 11           1   16.95   33.73   33.23
4H, E, S, 12           2   37.93   33.73   54.20
4H, W, C, 11           1   16.89   31.21   35.68
4H, W, C, 12           2   37.82   31.21   56.61
4H, W, H, 12           1   37.82   31.21   56.61
4H, W, S, 12           4   37.82   31.21   56.61
4NT, E, S, 12          1   60.33   55.02   55.31
5H, W, S, 12           3   37.82   31.21   56.61
6DXX, E, S, 11         1    0.00    0.00   50.00
6H, E, C, 12           1   85.21   70.15   65.06
6H, E, D, 12           7   85.21   70.15   65.06
6H, E, S, 12           3   85.21   70.15   65.06
6H, W, C, 11           4    7.34   60.54   -3.20
6H, W, C, 12           1   85.10   60.54   74.55
6H, W, S, 11           1    7.34   60.54   -3.20
6H, W, S, 12           2   85.10   60.54   74.55
6NT, E, D, 11          1    7.47   83.08  -25.61
6NT, E, S, 12          1   99.17   83.08   66.10
7H, E, S, 10           1    1.75    5.72   46.03

DEFENDER, Board 4|24

Contract           Count Overall     Bid    Lead Restdef
3NT, E, D, 13          1   29.56   44.98   57.65   26.93
3NT, E, H, 12          3   39.67   44.98   43.62   51.08
3NT, E, S, 11          2   76.50   44.98   49.24   82.27
3NT, E, S, 12          7   39.67   44.98   49.24   45.45
3NT, E, S, 13          1   29.56   44.98   49.24   35.33
4H, E, C, 11           1   83.05   66.27   53.02   63.75
4H, E, C, 12           1   62.07   66.27   53.02   42.77
4H, E, D, 11           1   83.05   66.27   47.92   68.85
4H, E, D, 12           3   62.07   66.27   47.92   47.88
4H, E, S, 11           1   83.05   66.27   52.43   64.34
4H, E, S, 12           2   62.07   66.27   52.43   43.36
4H, W, C, 11           1   83.11   68.79   56.65   57.68
4H, W, C, 12           2   62.18   68.79   56.65   36.74
4H, W, H, 12           1   62.18   68.79   43.49   49.90
4H, W, S, 12           4   62.18   68.79   45.60   47.79
4NT, E, S, 12          1   39.67   44.98   49.24   45.45
5H, W, S, 12           3   62.18   68.79   45.60   47.79
6DXX, E, S, 11         1  100.00  100.00   50.00   50.00
6H, E, C, 12           1   14.79   29.85   59.62   25.32
6H, E, D, 12           7   14.79   29.85   40.49   44.46
6H, E, S, 12           3   14.79   29.85   56.50   28.44
6H, W, C, 11           4   92.66   39.46   73.04   80.16
6H, W, C, 12           1   14.90   39.46   73.04    2.40
6H, W, S, 11           1   92.66   39.46   31.60  121.60
6H, W, S, 12           2   14.90   39.46   31.60   43.85
6NT, E, D, 11          1   92.53   16.92   79.13   96.48
6NT, E, S, 12          1    0.83   16.92   48.43   35.47
7H, E, S, 10           1   98.25   94.28   49.34   54.63

DECLARER, Board 5|25

Contract           Count Overall     Bid    Play
2S, S, H, 10           1   32.61   32.42   50.19
3H, N, D, 10           1   32.34   27.03   55.31
3H, N, H, 8            1   18.43   27.03   41.40
3S, S, C, 10           3   32.61   32.28   50.33
3S, S, C, 9            3   25.55   32.28   43.26
3S, S, D, 10           1   32.61   32.28   50.33
3S, S, D, 9            1   25.55   32.28   43.26
4H, N, C, 10           3   65.61   44.75   70.86
4H, N, D, 10           2   65.61   44.75   70.86
4H, N, H, 10           1   65.61   44.75   70.86
4H, N, H, 7            1    2.77   44.75    8.02
4H, N, H, 8            3    8.07   44.75   13.31
4H, N, S, 10           1   65.61   44.75   70.86
4H, N, S, 11           1   93.26   44.75   98.51
4H, S, D, 9            1   17.90   17.90   50.00
4S, S, C, 10          15   65.88   62.15   53.73
4S, S, C, 11           2   93.31   62.15   81.16
4S, S, C, 8            1    8.40   62.15   -3.76
4S, S, D, 10           7   65.88   62.15   53.73
4S, S, D, 11           1   93.31   62.15   81.16
4S, S, H, 10           1   65.88   62.15   53.73
4S, S, H, 9            1   18.63   62.15    6.48
4S, S, S, 10           1   65.88   62.15   53.73
4SX, S, C, 10          2   99.14   86.08   63.07
5H, N, D, 9            1    7.77   16.90   40.87
6S, S, C, 11           1   17.13    7.95   59.18
6SX, S, C, 11          1    6.77    0.84   55.93

DEFENDER, Board 5|25

Contract           Count Overall     Bid    Lead Restdef
2S, S, H, 10           1   67.39   67.58   54.65   45.16
3H, N, D, 10           1   67.66   72.97   48.53   46.17
3H, N, H, 8            1   81.57   72.97   60.95   47.65
3S, S, C, 10           3   67.39   67.72   52.30   47.37
3S, S, C, 9            3   74.45   67.72   52.30   54.44
3S, S, D, 10           1   67.39   67.72   51.91   47.76
3S, S, D, 9            1   74.45   67.72   51.91   54.83
4H, N, C, 10           3   34.39   55.25   31.60   47.55
4H, N, D, 10           2   34.39   55.25   43.66   35.49
4H, N, H, 10           1   34.39   55.25   80.13   -0.99
4H, N, H, 7            1   97.23   55.25   80.13   61.85
4H, N, H, 8            3   91.93   55.25   80.13   56.55
4H, N, S, 10           1   34.39   55.25   16.25   62.90
4H, N, S, 11           1    6.74   55.25   16.25   35.25
4H, S, D, 9            1   82.10   82.10   52.99   47.01
4S, S, C, 10          15   34.12   37.85   51.81   44.46
4S, S, C, 11           2    6.69   37.85   51.81   17.03
4S, S, C, 8            1   91.60   37.85   51.81  101.94
4S, S, D, 10           7   34.12   37.85   50.75   45.52
4S, S, D, 11           1    6.69   37.85   50.75   18.10
4S, S, H, 10           1   34.12   37.85   65.08   31.19
4S, S, H, 9            1   81.37   37.85   65.08   78.44
4S, S, S, 10           1   34.12   37.85   49.00   47.28
4SX, S, C, 10          2    0.86   13.92   50.33   36.60
5H, N, D, 9            1   92.23   83.10   54.18   54.95
6S, S, C, 11           1   82.87   92.05   51.43   39.39
6SX, S, C, 11          1   93.23   99.16   49.96   44.11

DECLARER, Board 5|26

Contract           Count Overall     Bid    Play
1H, E, D, 9            1   39.77   39.77   50.00
1H, W, D, 9            1   39.57   37.81   51.76
2D, E, H, 9            1   30.51   30.00   50.51
2H, E, D, 9            1   39.77   39.77   50.00
2H, W, C, 9            1   39.57   37.81   51.76
2H, W, D, 9            1   39.57   37.81   51.76
2NT, W, S, 8           1   33.27   41.55   41.72
2NT, W, S, 9           1   47.46   41.55   55.91
3D, E, D, 8            1   18.26   24.39   43.88
3H, E, D, 9            1   39.77   39.77   50.00
3H, W, S, 8            2   18.51   34.89   33.62
3H, W, S, 9            1   39.57   34.89   54.68
3NT, E, D, 9           1   73.06   59.42   63.64
3NT, E, S, 8           1   18.48   59.42    9.07
3NT, E, S, 9           2   73.06   59.42   63.64
3NT, W, C, 9           2   73.08   57.44   65.63
3NT, W, D, 10          1   98.38   57.44   90.94
3NT, W, D, 5           1    0.81   57.44   -6.63
3NT, W, S, 10          1   98.38   57.44   90.94
3NT, W, S, 7           3    4.72   57.44   -2.72
3NT, W, S, 8           6   18.36   57.44   10.92
3NT, W, S, 9          23   73.08   57.44   65.63
4H, E, C, 9            1   17.83   17.83   50.00
4H, W, S, 9            3   17.63   14.74   52.89

DEFENDER, Board 5|26

Contract           Count Overall     Bid    Lead Restdef
1H, E, D, 9            1   60.23   60.23   49.42   50.58
1H, W, D, 9            1   60.43   62.19   47.46   50.78
2D, E, H, 9            1   69.49   70.00   48.42   51.07
2H, E, D, 9            1   60.23   60.23   49.42   50.58
2H, W, C, 9            1   60.43   62.19   47.46   50.78
2H, W, D, 9            1   60.43   62.19   47.46   50.78
2NT, W, S, 8           1   66.73   58.45   49.44   58.84
2NT, W, S, 9           1   52.54   58.45   49.44   44.65
3D, E, D, 8            1   81.74   75.61   55.97   50.16
3H, E, D, 9            1   60.23   60.23   49.42   50.58
3H, W, S, 8            2   81.49   65.11   51.85   64.53
3H, W, S, 9            1   60.43   65.11   51.85   43.47
3NT, E, D, 9           1   26.94   40.58   36.61   49.75
3NT, E, S, 8           1   81.52   40.58   54.74   86.20
3NT, E, S, 9           2   26.94   40.58   54.74   31.62
3NT, W, C, 9           2   26.92   42.56   34.64   49.73
3NT, W, D, 10          1    1.62   42.56   57.88    1.18
3NT, W, D, 5           1   99.19   42.56   57.88   98.75
3NT, W, S, 10          1    1.62   42.56   50.70    8.36
3NT, W, S, 7           3   95.28   42.56   50.70  102.02
3NT, W, S, 8           6   81.64   42.56   50.70   88.38
3NT, W, S, 9          23   26.92   42.56   50.70   33.66
4H, E, C, 9            1   82.17   82.17   49.40   50.60
4H, W, S, 9            3   82.37   85.26   51.29   45.82

DECLARER, Board 6|27

Contract           Count Overall     Bid    Play
1NT, N, C, 9           1   62.56   58.07   54.49
2H, N, C, 8            1   49.79   56.53   43.26
2NT, N, C, 7           1   27.30   56.27   21.03
2NT, N, C, 9           1   62.56   56.27   56.29
2NT, N, S, 11          1   65.12   56.27   58.85
3D, N, C, 9            1   48.95   48.95   50.00
3D, S, S, 10           1   51.58   51.58   50.00
3H, N, C, 10           1   64.07   55.63   58.44
3H, N, C, 9            3   56.49   55.63   50.86
3NT, N, C, 10          1   91.40   64.82   76.59
3NT, N, C, 11          1   95.09   64.82   80.27
3NT, N, C, 8           3   27.12   64.82   12.30
3NT, N, C, 9           5   77.19   64.82   62.37
3NT, N, H, 9           3   77.19   64.82   62.37
3NT, N, S, 10          1   91.40   64.82   76.59
3NT, N, S, 5           1    0.70   64.82  -14.12
3NT, N, S, 7           1    3.75   64.82  -11.06
3NT, N, S, 9           5   77.19   64.82   62.37
3NT, S, S, 10          1   92.07   92.07   50.00
4H, N, C, 9           19   26.56   28.12   48.44
4H, N, D, 9            1   26.56   28.12   48.44
4H, S, S, 9            3   26.56   26.56   50.00
4SX, E, D, 6           1    0.88    0.88   50.00
4SX, E, H, 6           1    0.88    0.88   50.00

DEFENDER, Board 6|27

Contract           Count Overall     Bid    Lead Restdef
1NT, N, C, 9           1   37.44   41.93   48.19   47.32
2H, N, C, 8            1   50.21   43.47   48.60   58.14
2NT, N, C, 7           1   72.70   43.73   48.21   80.76
2NT, N, C, 9           1   37.44   43.73   48.21   45.50
2NT, N, S, 11          1   34.88   43.73   53.87   37.28
3D, N, C, 9            1   51.05   51.05   47.19   52.81
3D, S, S, 10           1   48.42   48.42   47.19   52.81
3H, N, C, 10           1   35.93   44.37   48.76   42.80
3H, N, C, 9            3   43.51   44.37   48.76   50.38
3NT, N, C, 10          1    8.60   35.18   51.53   21.89
3NT, N, C, 11          1    4.91   35.18   51.53   18.21
3NT, N, C, 8           3   72.88   35.18   51.53   86.17
3NT, N, C, 9           5   22.81   35.18   51.53   36.10
3NT, N, H, 9           3   22.81   35.18   35.87   51.75
3NT, N, S, 10          1    8.60   35.18   49.71   23.70
3NT, N, S, 5           1   99.30   35.18   49.71  114.41
3NT, N, S, 7           1   96.25   35.18   49.71  111.35
3NT, N, S, 9           5   22.81   35.18   49.71   37.91
3NT, S, S, 10          1    7.93    7.93   49.09   50.91
4H, N, C, 9           19   73.44   71.88   50.19   51.37
4H, N, D, 9            1   73.44   71.88   51.80   49.75
4H, S, S, 9            3   73.44   73.44   50.25   49.75
4SX, E, D, 6           1   99.12   99.12   50.00   50.00
4SX, E, H, 6           1   99.12   99.12   50.00   50.00

DECLARER, Board 6|28

Contract           Count Overall     Bid    Play
1NT, E, C, 6           2   31.43   61.55   19.88
1NT, E, C, 7           2   44.71   61.55   33.16
1NT, E, D, 10          3   91.65   61.55   80.09
1NT, E, D, 8          15   65.67   61.55   54.11
1NT, E, D, 9           4   85.35   61.55   73.79
1NT, E, H, 7           1   44.71   61.55   33.16
1NT, E, S, 6           4   31.43   61.55   19.88
1NT, E, S, 8           3   65.67   61.55   54.11
2D, E, C, 7            1   31.17   37.50   43.67
2D, E, D, 8            1   43.83   37.50   56.33
2H, N, C, 8            2   88.66   67.52   71.14
2H, S, C, 7            1   51.69   56.85   44.84
2H, S, H, 6            1    4.15   56.85   -2.70
2H, S, H, 7            1   51.69   56.85   44.84
2HX, N, C, 6           1    0.57   74.12  -23.55
2HX, N, D, 8           1   98.64   74.12   74.52
2HX, S, H, 8           2   98.33   40.91  107.43
2NT, E, D, 9           1   85.35   57.68   77.67
2NT, E, S, 6           1   17.63   57.68    9.95
2S, E, C, 6            1   16.93   16.93   50.00
3D, W, C, 6            2    7.58   20.00   37.59
3D, W, C, 7            2   17.06   20.00   47.06
3D, W, H, 8            1   30.23   20.00   60.24
3DX, W, C, 8           2   16.43    9.63   56.80
3NT, E, D, 8           1   30.67   38.75   41.92
3NT, E, S, 6           1    7.65   38.75   18.90
3NT, E, S, 8           1   30.67   38.75   41.92

DEFENDER, Board 6|28

Contract           Count Overall     Bid    Lead Restdef
1NT, E, C, 6           2   68.57   38.45   72.96   57.17
1NT, E, C, 7           2   55.29   38.45   72.96   43.88
1NT, E, D, 10          3    8.35   38.45   36.41   33.50
1NT, E, D, 8          15   34.33   38.45   36.41   59.48
1NT, E, D, 9           4   14.65   38.45   36.41   39.80
1NT, E, H, 7           1   55.29   38.45   66.82   50.02
1NT, E, S, 6           4   68.57   38.45   65.06   65.06
1NT, E, S, 8           3   34.33   38.45   65.06   30.82
2D, E, C, 7            1   68.83   62.50   55.04   51.28
2D, E, D, 8            1   56.17   62.50   42.76   50.91
2H, N, C, 8            2   11.34   32.48   57.87   20.99
2H, S, C, 7            1   48.31   43.15   56.85   48.31
2H, S, H, 6            1   95.85   43.15   49.61  103.09
2H, S, H, 7            1   48.31   43.15   49.61   55.55
2HX, N, C, 6           1   99.43   25.88   58.63  114.93
2HX, N, D, 8           1    1.36   25.88   25.88   49.61
2HX, S, H, 8           2    1.67   59.09   41.34    1.23
2NT, E, D, 9           1   14.65   42.32   32.54   39.80
2NT, E, S, 6           1   82.37   42.32   69.61   70.44
2S, E, C, 6            1   83.07   83.07   48.51   51.49
3D, W, C, 6            2   92.42   80.00   50.70   61.72
3D, W, C, 7            2   82.94   80.00   50.70   52.24
3D, W, H, 8            1   69.77   80.00   37.54   52.22
3DX, W, C, 8           2   83.57   90.37   50.04   43.16
3NT, E, D, 8           1   69.33   61.25   34.35   73.73
3NT, E, S, 6           1   92.35   61.25   71.56   59.54
3NT, E, S, 8           1   69.33   61.25   71.56   36.53

DECLARER, Board 7|29

Contract           Count Overall     Bid    Play
3H, N, D, 11           1   27.68   27.68   50.00
3HX, N, C, 11          1  100.00  100.00   50.00
4DX, W, H, 9           1   72.32   72.32   50.00
4H, N, C, 11          10   70.70   70.70   50.00
4H, N, D, 11           2   70.70   70.70   50.00
4HX, N, C, 11          2   97.37   97.37   50.00
4S, E, H, 9            2   85.79   83.74   52.05
4S, W, H, 9            1   85.68   85.68   50.00
4SX, E, D, 10          1   94.11   75.59   68.51
4SX, E, D, 8           1   53.58   75.59   27.99
4SX, E, H, 10          7   94.11   75.59   68.51
4SX, E, H, 8           3   53.58   75.59   27.99
4SX, E, H, 9           9   72.42   75.59   46.83
4SX, E, S, 9           1   72.42   75.59   46.83
5CX, N, D, 12          1   94.74   94.74   50.00
5DX, E, H, 9           2   52.88   52.88   50.00
5DX, W, H, 9           2   52.88   52.88   50.00
5H, N, C, 11           3   70.70   70.70   50.00
5H, N, D, 11           3   70.70   70.70   50.00
5HX, N, C, 11          4   90.35   90.35   50.00
5SX, E, H, 8           1   14.04   51.19   12.85

DEFENDER, Board 7|29

Contract           Count Overall     Bid    Lead Restdef
3H, N, D, 11           1   72.32   72.32   48.74   51.26
3HX, N, C, 11          1    0.00    0.00   50.00   50.00
4DX, W, H, 9           1   27.68   27.68   51.26   48.74
4H, N, C, 11          10   29.30   29.30   51.40   48.60
4H, N, D, 11           2   29.30   29.30   51.40   48.60
4HX, N, C, 11          2    2.63    2.63   50.00   50.00
4S, E, H, 9            2   14.21   16.26   51.29   46.66
4S, W, H, 9            1   14.32   14.32   51.47   48.53
4SX, E, D, 10          1    5.89   24.41   51.91   29.58
4SX, E, D, 8           1   46.42   24.41   51.91   70.11
4SX, E, H, 10          7    5.89   24.41   50.47   31.01
4SX, E, H, 8           3   46.42   24.41   50.47   71.54
4SX, E, H, 9           9   27.58   24.41   50.47   52.70
4SX, E, S, 9           1   27.58   24.41   54.54   48.63
5CX, N, D, 12          1    5.26    5.26   50.00   50.00
5DX, E, H, 9           2   47.12   47.12   49.37   50.63
5DX, W, H, 9           2   47.12   47.12   49.37   50.63
5H, N, C, 11           3   29.30   29.30   51.40   48.60
5H, N, D, 11           3   29.30   29.30   51.40   48.60
5HX, N, C, 11          4    9.65    9.65   50.00   50.00
5SX, E, H, 8           1   85.96   48.81   49.27   87.88

DECLARER, Board 7|30

Contract           Count Overall     Bid    Play
1NT, N, H, 6           1   29.25   38.04   41.21
1NT, N, H, 7           2   51.23   38.04   63.19
1NT, S, D, 6           1   29.34   51.67   27.66
1NT, S, H, 6           2   29.34   51.67   27.66
1NT, S, H, 7           1   51.61   51.67   49.94
1NT, S, S, 8           2   85.20   51.67   83.53
2D, W, S, 7            1   54.30   54.30   50.00
2DX, E, H, 6           1    5.78    5.78   50.00
2DX, W, S, 7           1   41.93   41.93   50.00
2H, E, C, 6            1   42.54   54.40   38.15
2H, E, C, 7            3   54.12   54.40   49.72
2H, W, S, 10           1   97.57   78.62   68.95
2H, W, S, 8            1   92.41   78.62   63.79
2HX, E, C, 7           1   41.75   36.88   54.87
2HX, W, S, 9           1  100.00   76.96   73.04
2NT, N, H, 6           1   12.61   18.91   43.69
2S, N, C, 8            1   72.63   38.04   84.59
2S, N, D, 6            1   12.87   38.04   24.83
2S, N, D, 7            1   28.98   38.04   40.94
2S, N, H, 5            1    4.75   38.04   16.71
2S, N, H, 7            2   28.98   38.04   40.94
2S, N, S, 7            2   28.98   38.04   40.94
2S, N, S, 8            1   72.63   38.04   84.59
2S, S, C, 6            1   13.01   64.53   -1.53
2S, S, C, 8            2   73.12   64.53   58.59
2S, S, H, 8            1   73.12   64.53   58.59
2S, S, S, 8            2   73.12   64.53   58.59
3C, N, C, 9            1   73.07   58.66   64.41
3C, N, D, 9            1   73.07   58.66   64.41
3C, N, H, 8            1   29.42   58.66   20.77
3C, N, S, 10           1   88.30   58.66   79.64
3C, S, C, 9            1   73.12   62.82   60.30
3C, S, D, 9            1   73.12   62.82   60.30
3C, S, H, 8            1   29.52   62.82   16.70
3C, S, H, 9            1   73.12   62.82   60.30
3C, S, S, 10           1   88.25   62.82   75.42
3CX, N, D, 8           1   12.78   64.17   -1.39
3H, E, S, 8            1   53.51   33.37   70.14
3H, W, D, 7            2   42.46   66.05   26.41
3HX, E, C, 6           1    1.39    7.89   43.50
3HX, E, C, 7           1    5.60    7.89   47.71
3HX, E, H, 7           1    5.60    7.89   47.71
3HX, E, S, 6           1    1.39    7.89   43.50
3NT, N, D, 6           1    4.31    7.28   47.03
3S, N, D, 8            1   28.28   15.29   63.00
3S, S, H, 8            1   28.77   25.33   53.44
4C, S, H, 9            1   28.77   32.73   46.04
4CX, S, C, 8           1    1.23   21.52   29.71

DEFENDER, Board 7|30

Contract           Count Overall     Bid    Lead Restdef
1NT, N, H, 6           1   70.75   61.96   47.25   61.54
1NT, N, H, 7           2   48.77   61.96   47.25   39.56
1NT, S, D, 6           1   70.66   48.33   72.72   49.61
1NT, S, H, 6           2   70.66   48.33   64.83   57.51
1NT, S, H, 7           1   48.39   48.33   64.83   35.23
1NT, S, S, 8           2   14.80   48.33   14.83   51.64
2D, W, S, 7            1   45.70   45.70   49.91   50.09
2DX, E, H, 6           1   94.22   94.22   50.51   49.49
2DX, W, S, 7           1   58.07   58.07   51.58   48.42
2H, E, C, 6            1   57.46   45.60   54.02   57.83
2H, E, C, 7            3   45.88   45.60   54.02   46.25
2H, W, S, 10           1    2.43   21.38   35.58   45.46
2H, W, S, 8            1    7.59   21.38   35.58   50.63
2HX, E, C, 7           1   58.25   63.12   56.56   38.57
2HX, W, S, 9           1    0.00   23.04   27.54   49.43
2NT, N, H, 6           1   87.39   81.09   47.86   58.45
2S, N, C, 8            1   27.37   61.96   13.48   51.93
2S, N, D, 6            1   87.13   61.96   49.15   76.02
2S, N, D, 7            1   71.02   61.96   49.15   59.90
2S, N, H, 5            1   95.25   61.96   66.70   66.60
2S, N, H, 7            2   71.02   61.96   66.70   42.36
2S, N, S, 7            2   71.02   61.96   43.89   65.17
2S, N, S, 8            1   27.37   61.96   43.89   21.52
2S, S, C, 6            1   86.99   35.47   60.44   91.09
2S, S, C, 8            2   26.88   35.47   60.44   30.97
2S, S, H, 8            1   26.88   35.47   39.97   51.44
2S, S, S, 8            2   26.88   35.47   39.97   51.44
3C, N, C, 9            1   26.93   41.34   34.10   51.49
3C, N, D, 9            1   26.93   41.34   56.90   28.68
3C, N, H, 8            1   70.58   41.34   79.71   49.52
3C, N, S, 10           1   11.70   41.34   18.31   52.06
3C, S, C, 9            1   26.88   37.18   61.07   28.63
3C, S, D, 9            1   26.88   37.18   38.26   51.44
3C, S, H, 8            1   70.48   37.18   53.47   79.83
3C, S, H, 9            1   26.88   37.18   53.47   36.24
3C, S, S, 10           1   11.75   37.18   22.47   52.11
3CX, N, D, 8           1   87.22   35.83   59.32   92.07
3H, E, S, 8            1   46.49   66.63   51.87   27.99
3H, W, D, 7            2   57.54   33.95   75.70   47.89
3HX, E, C, 6           1   98.61   92.11   53.88   52.62
3HX, E, C, 7           1   94.40   92.11   53.88   48.41
3HX, E, H, 7           1   94.40   92.11   52.63   49.66
3HX, E, S, 6           1   98.61   92.11   37.28   69.22
3NT, N, D, 6           1   95.69   92.72   51.14   51.83
3S, N, D, 8            1   71.72   84.71   49.21   37.80
3S, S, H, 8            1   71.23   74.67   46.39   50.18
4C, S, H, 9            1   71.23   67.27   59.04   44.91
4CX, S, C, 8           1   98.77   78.48   64.06   56.23

DECLARER, Board 8|31

Contract           Count Overall     Bid    Play
1NT, E, D, 7           1   21.48   69.76    1.72
1NT, E, D, 8           4   77.21   69.76   57.46
1NT, E, H, 6           1   11.39   69.76   -8.37
1NT, E, H, 7           1   21.48   69.76    1.72
1NT, E, H, 8           2   77.21   69.76   57.46
1NT, E, H, 9           1   97.93   69.76   78.17
1NT, E, S, 8           9   77.21   69.76   57.46
1NT, W, C, 7           3   21.26   53.91   17.36
1NT, W, D, 8           1   76.97   53.91   73.06
1S, E, H, 8            4   42.37   45.70   46.67
2C, E, H, 9            1   42.31   42.31   50.00
2D, S, S, 7            1   75.23   75.23   50.00
2H, W, S, 8            1   42.31   42.31   50.00
2NT, W, C, 7           2   11.05   49.44   11.61
2NT, W, C, 8           4   76.97   49.44   77.53
2NT, W, D, 8           1   76.97   49.44   77.53
2S, E, H, 8           11   42.37   45.70   46.67
2S, E, H, 9            1   95.67   45.70   99.97
2S, W, H, 8            1   42.31   42.31   50.00
3C, W, D, 9            1   42.31   42.31   50.00
3NT, E, D, 8           2   10.47   13.42   47.05
3NT, W, C, 7           2    1.87   12.16   39.71
3NT, W, C, 8           1   10.23   12.16   48.06
3NT, W, C, 9           1   99.70   12.16  137.54
3NT, W, H, 8           1   10.23   12.16   48.06

DEFENDER, Board 8|31

Contract           Count Overall     Bid    Lead Restdef
1NT, E, D, 7           1   78.52   30.24   50.84   97.44
1NT, E, D, 8           4   22.79   30.24   50.84   41.71
1NT, E, H, 6           1   88.61   30.24   63.62   94.75
1NT, E, H, 7           1   78.52   30.24   63.62   84.66
1NT, E, H, 8           2   22.79   30.24   63.62   28.93
1NT, E, H, 9           1    2.07   30.24   63.62    8.21
1NT, E, S, 8           9   22.79   30.24   42.56   49.98
1NT, W, C, 7           3   78.74   46.09   56.27   76.37
1NT, W, D, 8           1   23.03   46.09   26.72   50.22
1S, E, H, 8            4   57.63   54.30   50.20   53.14
2C, E, H, 9            1   57.69   57.69   50.21   49.79
2D, S, S, 7            1   24.77   24.77   49.79   50.21
2H, W, S, 8            1   57.69   57.69   50.21   49.79
2NT, W, C, 7           2   88.95   50.56   57.47   80.92
2NT, W, C, 8           4   23.03   50.56   57.47   15.00
2NT, W, D, 8           1   23.03   50.56   22.25   50.22
2S, E, H, 8           11   57.63   54.30   50.20   53.14
2S, E, H, 9            1    4.33   54.30   50.20   -0.16
2S, W, H, 8            1   57.69   57.69   50.21   49.79
3C, W, D, 9            1   57.69   57.69   50.21   49.79
3NT, E, D, 8           2   89.53   86.58   55.78   47.17
3NT, W, C, 7           2   98.13   87.84   50.62   59.67
3NT, W, C, 8           1   89.77   87.84   50.62   51.31
3NT, W, C, 9           1    0.30   87.84   50.62  -38.16
3NT, W, H, 8           1   89.77   87.84   53.39   48.55

DECLARER, Board 8|32

Contract           Count Overall     Bid    Play
2D, E, C, 11           1   44.62   41.96   52.66
2D, E, D, 10           2   32.83   41.96   40.87
2D, E, D, 11           1   44.62   41.96   52.66
2H, E, D, 8            1   30.03   43.61   36.41
2H, W, C, 9            1   35.84   35.84   50.00
3C, N, S, 9            1   89.91   84.05   55.87
3C, S, S, 8            1   74.07   74.07   50.00
3D, E, D, 11           1   44.62   41.96   52.66
3D, W, C, 10           2   32.90   43.15   39.76
3D, W, C, 11           5   44.74   43.15   51.59
3D, W, D, 11           1   44.74   43.15   51.59
3H, E, C, 8            1   17.97   39.09   28.88
3H, E, D, 11           1   56.05   39.09   66.96
3S, S, D, 3            1   41.32   41.32   50.00
4C, N, S, 9            1   73.78   67.78   55.99
4CX, N, S, 7           1   40.73   61.20   29.53
4DX, W, D, 10          1   97.70   95.68   52.01
4H, E, C, 8            1    6.80   51.77    5.03
4H, E, C, 9            1   17.53   51.77   15.77
4H, E, D, 11           1   94.68   51.77   92.92
4H, E, S, 12           1   95.67   51.77   93.90
4S, E, C, 8            1    5.81    4.07   51.74
4S, E, D, 7            1    2.33    4.07   48.26
5D, E, C, 10           1   18.04   58.90    9.14
5D, E, C, 11           3   74.06   58.90   65.16
5D, E, C, 12           1   90.49   58.90   81.60
5D, W, C, 10           2   18.11   65.23    2.88
5D, W, C, 11          13   74.18   65.23   58.95
5D, W, C, 12           2   90.52   65.23   75.29
5D, W, C, 8            1    2.74   65.23  -12.49
5D, W, H, 11           1   74.18   65.23   58.95
5DX, W, C, 11          1   97.70   80.64   67.06
